i,a[i],miara bledu aproksymacji,
 , ,0.53914,
0,3.61911e-17,
1,-0.209152,
2,-0.0197313,
3,0.372987,
4,0.0300382,
5,-0.651369,
6,-0.113542,
7,0.585762,
8,0.0580491,
